Year,Month,UK Price Diesel ($/Gallon),UK Price Diesel (£/Litre),UK Price Petrol ($/Gallon),UK Price Petrol (£/Litre),US Price Petrol ($/Gallon),US Price Petrol (£/Litre),US Price Diesel ($/Gallon),US Price Diesel (£/Litre)
2022,6,9.394015408875001,1.83825,9.826730357737501,1.922925,4.7635000000000005,0.9321364181207632,5.758,1.1267432550728151
2022,7,9.680192404875001,1.89425,10.110352201987501,1.978425,4.41325,0.8635984144581627,5.637,1.1030656007025803
2022,8,8.95182084702,1.75172,9.533884415669998,1.8656199999999998,3.8216,0.7478225119114745,5.165,1.0107031803492688
2022,9,8.5087830850875,1.665025,9.283249580512502,1.8165749999999998,3.5625,0.6971210222641375,5.046,0.987416892166972
2022,10,8.361069762420001,1.63612,9.40019887611,1.83946,3.6372,0.7117385493836129,5.232,1.023813947645184
2022,11,8.360839798762502,1.636075,9.604559913075,1.8794499999999998,3.53025,0.6908102424836411,5.349,1.0467088696395428
2022,12,7.936045820325001,1.55295,9.155236477837501,1.791525,3.0835,0.6033888202530435,4.913,0.961391040669111
2023,1,7.625083852350002,1.4921,8.79360585066,1.7207599999999998,3.2543999999999995,0.6368310610123253,4.684,0.9165796121502372
2023,2,7.559799725137501,1.479325,8.660431341450002,1.6947,3.3040000000000003,0.6465369424731818,4.587,0.8975983520352557
2023,3,7.498348325550001,1.4673,8.5062279333375,1.664525,3.31575,0.6488362188273161,4.359,0.852982606610351
2023,4,7.452227836462501,1.458275,8.302582338862502,1.624675,3.493,0.6835210472333002,4.215,0.8248042410788321
2023,5,7.381731199680002,1.44448,7.905230690220002,1.54692,3.4322000000000004,0.6716235151199923,4.074,0.7972129248292199
2023,6,7.307606247412501,1.429975,7.445201169150001,1.4569,3.44575,0.6742750210432706,3.941,0.7711870733313587
2023,7,7.319283290910002,1.43226,7.419854063790001,1.45194,3.4768,0.6803509811110043,3.91,0.7651208974183236
2023,8,7.5898227582,1.4851999999999999,7.719879982275001,1.51065,3.72675,0.7292619704485261,4.357,0.8525912404224132
2023,9,7.847893084950001,1.5357,8.043234436237501,1.573925,3.68975,0.7220216959716775,4.617,0.9034688448543222
2023,10,7.927613819550001,1.5513,8.287890216300001,1.6218,3.4394,0.6730324333965683,4.566,0.8934890070619093
2023,11,7.7175803457,1.5101999999999998,8.123721716362502,1.589675,3.17225,0.6207556948427818,4.397,0.8604185641811685
2023,12,7.299429761812501,1.428375,7.7386603476375,1.514325,3.0135,0.589691003675222,4.133,0.808758227373384
2024,1,7.147168269030002,1.39858,7.576740381240002,1.48264,2.9568000000000003,0.5785957722471864,3.975,0.7778402985263008
2024,2,7.264935213187501,1.4216250000000001,7.729334043750001,1.5125,3.102,0.6070089574914679,4.077,0.7977999741111266
2024,3,7.399974983175001,1.4480499999999998,7.876638542137501,1.541325,3.3175,0.6491786642417616,4.085,0.7993654388628776
2024,4,7.566826392450001,1.4807000000000001,8.030433125970001,1.57142,3.4664,0.6783158769337281,4.074,0.7972129248292199
2024,5,7.604770395937501,1.4881250000000001,7.987787643262502,1.563075,3.45875,0.6768189012648661,3.943,0.7715784395192966
2024,6,7.448778381600001,1.4576,7.743004105612501,1.515175,3.32625,0.6508908913139894,3.831,0.749661932994782
2024,7,7.38142458147,1.44442,7.683443518320002,1.50352,3.3775999999999997,0.6609392181892915,3.86,0.7553367427198795
2024,8,7.273239456375,1.42325,7.5523897850625,1.477875,3.2952500000000002,0.6448247154009541,3.773,0.7383123135445869
2024,9,6.99069077586,1.36796,7.2471258054900005,1.41814,3.1058,0.6077525532485496,3.64,0.7122864620467257
2024,10,6.845890326187501,1.339625,7.109837501962501,1.391275,3.036,0.5940938732895218,3.62,0.7083728001673482
2024,11,6.888944633175001,1.3480500000000002,7.178187811275,1.4046500000000002,2.95825,0.5788795127334414,3.549,0.6944793004955575
2024,12,6.96462822801,1.36286,7.288008233490001,1.42614,2.9259999999999997,0.5725687329529449,3.522,0.6891958569583978
2025,1,7.00673712885,1.3711,7.364841646612501,1.441175,2.98125,0.5833802238947257,3.605,0.7054375537578148
2025,2,7.1109873202500005,1.3915000000000002,7.4826341422875,1.4642249999999999,3.003,0.5876363311885486,3.665,0.7171785393959478
2025,3,7.02687172464,1.3750399999999998,7.401456971190001,1.44834,2.976,0.5823528876513889,3.616,0.7075900677914726
2025,4,6.875913359250001,1.3455,7.240789029150001,1.4169,3.0484999999999998,0.5965399119641328,3.59,0.7025023073482817
2025,5,6.765530803650001,1.3239,7.105877016750001,1.3905,3.0220000000000002,0.5913543099739574,3.538,0.6923267864618998
2025,6,6.740183698290001,1.31894,7.0773615232200004,1.38492,3.034,0.593702507101584,3.578,0.7001541102206551
2025,7,6.841035537862501,1.338675,7.225074845887501,1.413825,3.018,0.5905715775980819,3.746,0.7330288700074271
2025,8,6.859304872875001,1.34225,7.265701758712501,1.421775,3.027,0.5923327254438019,3.726,0.7291152081280494
2025,9,6.846784629300001,1.3398,7.248250072260001,1.4183600000000003,3.0414000000000003,0.5951505619969537,3.73,0.729897940503925
2025,11,6.881790208275,1.34665,7.296235822125,1.42775,2.9375,0.574819088533587,3.911,0.7653165805122925
2025,12,6.9010816039875005,1.350425,7.349766251287501,1.438225,2.925,0.5723730498589761,3.771,0.737920947356649
2026,1,6.967285585830001,1.36338,7.44683646627,1.45722,2.7712,0.5422769900065622,3.61,0.7064159692276593
2026,2,6.809096140987501,1.332425,7.280904911625,1.42475,2.69825,0.5280019083015324,3.746,0.7330288700074271
2026,3,6.725031648412501,1.315975,7.211404784025,1.4111500000000001,2.77575,0.5431673480841206,4.919,0.9625651392329241
